Title,Company,Rating,Reviews,Experience,Salary,Location,Job_Description,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Posted_On,Category,Exp_Min_Years,Salary_Mid_LPA,City
"Lead, Data Scientist",Salesforce,4.1,686  Reviews,6-12 Yrs,Not disclosed,Hyderabad,Required Skills . 6-12 years of experience in data analytics or data science or a . mas...,Product management,SAN,Automation,Data analysis,Machine learning,Analytics,SQL,CRM,5 Days Ago,Data_Science_Analytics,6.0,,Hyderabad
Machine Learning Research Engineer,"Qualcomm Technologies, Inc",4.0,801  Reviews,1-4 Yrs,Not disclosed,Hyderabad,The Advanced Tech R&D team is looking for a research engineer with a passion for ma...,Electrical engineering,Computer vision,Staffing,Machine learning,Mobile phones,Natural language processing,Sensors,Analytics,5 Days Ago,Data_Science_Analytics,1.0,,Hyderabad
MACHINE LEARNING ENGINEER,2coms,4.0,399  Reviews,7-12 Yrs,Not disclosed,Bengaluru,Experience in building and managing MLOps pipelinesPreferred qualifications: . . . Expe...,deep learning frameworks,python,software development,modeling,scikit-learn,data processing,numpy,machine learning,4 Days Ago,Data_Science_Analytics,7.0,,Bengaluru
Assistant Manager I,Flipkart,4.1,9379  Reviews,1-3 Yrs,Not disclosed,Bengaluru,Flipkart Health+ is an extremely dynamic company where things are moving at a scorching...,event sales,analytical,customer retention,scope management,customer acquisition,sales,sql,analytics,4 Days Ago,Data_Science_Analytics,1.0,,Bengaluru
Technical Business Analyst,Cognizant,3.9,41979  Reviews,5-10 Yrs,Not disclosed,Hybrid - Bengaluru,"Technical Business AnalystResponsibilitiesBusiness analysis planning, including:Busine...",Payments,JIRA,Business Analysis,Technical analysis,Analysis,Technical,,,5 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
Data Scientist,Globallogic,3.7,3717  Reviews,5-10 Yrs,Not disclosed,Bengaluru,Description: Responsibilities: Perform data analytics and quantitative modeling for dev...,analytical,scala,sql,database design,analytics,deep learning,data extraction,spark,5 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
MSBI Developer,PwC Service Delivery Center,3.6,7216  Reviews,4-7 Yrs,Not disclosed,Bengaluru,Strong MSBI / SQL skills (Must have). Minimum 3+ years of hands-on experience in data w...,MSBI,SSIS,SQL,Development,,,,,5 Days Ago,Data_Science_Analytics,4.0,,Bengaluru
Tableau Developer/ Lead,Genpact,3.9,26338  Reviews,4-9 Yrs,13-23 Lacs PA,Bengaluru,We are looking for an Experienced Tableau developer who would be responsible for end-to...,Tableau Server,Tableau Desktop,Data Visualization,Dashboards,SQL,Data,Development,Serv,6 Days Ago,Data_Science_Analytics,4.0,18.0,Bengaluru
Data Quality Consultant,Infosys,3.8,32518  Reviews,3-5 Yrs,Not disclosed,Hyderabad,Bachelor of Engineering . Service Line,ETL,data quality,data analytics,unit testing,test planning,solution delivery,quality consultant,digital transformation,5 Days Ago,Data_Science_Analytics,3.0,,Hyderabad
Analytics and Modelor,Accenture,4.0,46775  Reviews,7-9 Yrs,Not disclosed,Bengaluru,"Project Role :Analytics and ModelorProject Role Description :Analyze and model client, ...",sql server,data bricks,data modeling,sap abap crm,teradata bi,mload,performance tuning,fastexport,5 Days Ago,Data_Science_Analytics,7.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,5-10 Yrs,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",python,natural language processing,data mining,r,computer vision,image processing,algorithms,chatbot,5 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
Analytics & Modeling Practitioner,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Bengaluru,Minimum 3 year(s) of experience is required. Educational Qualification : GraduationQual...,catalog,data cleansing,informatica,statistics,data munging,python,data analysis,natural language processing,5 Days Ago,Data_Science_Analytics,3.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,2-5 Yrs,Not disclosed,Bengaluru,Must have Skills :Machine LearningGood to Have Skills : Job Requirements :Key Responsib...,machine learning,deep learning,devops,agile,ml,image processing,chatbot,python,5 Days Ago,Data_Science_Analytics,2.0,,Bengaluru
VIS & BI Strategy Practitioner,Accenture,4.0,46775  Reviews,10-12 Yrs,Not disclosed,Bengaluru,Employs statistical and quantitative data analysis to enhance solution development. Mus...,python,natural language processing,machine learning,sql,data science,accounts payable,data analysis,data analytics,5 Days Ago,Data_Science_Analytics,10.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,5-10 Yrs,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",python,vertica,machine learning,sql,etl,hive,image processing,chatbot,5 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
Business Analyst,Accenture,4.0,46775  Reviews,5-9 Yrs,Not disclosed,Bengaluru,"Research, gather and synthesize information. Must have skills : Business Requirements A...",project management,business analysis,change management,business administration,business requirement analysis,gap analysis,business solutions,user stories,5 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
Business Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Bengaluru,"Solid understanding of business processes and systems, including experience with proces...",project management,data analysis,power bi,business requirement analysis,stakeholder management,bi,process design,business solutions,5 Days Ago,Data_Science_Analytics,3.0,,Bengaluru
CAT Modeling & Analytics - Senior Analyst,Accenture,4.0,46775  Reviews,1-3 Yrs,Not disclosed,Bengaluru,"Qualifications: Any Graduation, Phd . Years of Experience: 1- 3 years Skill required: P...",cat modelling,reinsurance,sql,model validation,model development,risk management,python,data analysis,5 Days Ago,Data_Science_Analytics,1.0,,Bengaluru
Analytics and Modeling Analyst,Accenture,4.0,46775  Reviews,2-5 Yrs,Not disclosed,Bengaluru,Assist with preparation of business review decks as requiredUndertake special projects ...,forecasting,power bi,variance analysis,stakeholder management,business insights,project management,data analysis,data analytics,5 Days Ago,Data_Science_Analytics,2.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,8-12 Yrs,Not disclosed,Hyderabad,Technical Experience :A:End to end knowledge of Life Cycle of ML Model B:Use of Python ...,python,machine learning,deep learning,etl,ml,image processing,chatbot,c++,5 Days Ago,Data_Science_Analytics,8.0,,Hyderabad
AI / ML Engineer,Accenture,4.0,46775  Reviews,12-16 Yrs,Not disclosed,Bengaluru,Must have skills : Machine Learning. Good to have skills : NAMinimum 12 year(s) of expe...,python,machine learning,python data,devops,agile,image processing,algorithms,chatbot,5 Days Ago,Data_Science_Analytics,12.0,,Bengaluru
Measurement & Report Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Bengaluru,"Flexibility to work in shifts in a 24X7 environment Good analytical, negotiation and or...",business analysis,management reporting,sales operations,reporting analysis,data reporting,data analysis,data analytics,mis reporting,5 Days Ago,Data_Science_Analytics,3.0,,Bengaluru
Business Architect,Accenture,4.0,46775  Reviews,7-11 Yrs,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years of fu...,presentation skills,business analysis,process improvement,business administration,sap callidus,informatica powercenter,crystal report,callidus,5 Days Ago,Data_Science_Analytics,7.0,,Bengaluru
Responsible AI Engineer,Accenture,4.0,46775  Reviews,5-10 Yrs,Not disclosed,Bengaluru,Must have skills : Machine Learning. Good to have skills : NAMinimum 5 year(s) of exper...,chatbot,cnn,neural networks,machine learning,deep learning,matlab,algorithms,python,5 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,10-14 Yrs,Not disclosed,Bengaluru,Technical Experience:NA,chatbot,natural language processing,artificial intelligence,deep learning,ml,image processing,python,c++,5 Days Ago,Data_Science_Analytics,10.0,,Bengaluru
Business Management Associate,Deutsche Bank,4.0,2817  Reviews,6-10 Yrs,Not disclosed,Bengaluru,You will also be responsible for organizational support including the ability to perfor...,Python,project management,hiring,investment banking,Alteryx,Tableau,Business management,Project,6 Days Ago,Data_Science_Analytics,6.0,,Bengaluru
CH-AT20 - Business Analyst,Accenture,4.0,46775  Reviews,2-6 Yrs,Not disclosed,Bengaluru,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,project management,business solutions,microsoft dynamics,business analysis,javascript,data analysis,data analytics,gap analysis,6 Days Ago,Data_Science_Analytics,2.0,,Bengaluru
Measurement & Report Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Bengaluru,Please note that this role may require you to work in rotational shiftsProficiency and ...,microsoft power bi,business reporting,power bi,sql,mis,rpa,project management,data analysis,6 Days Ago,Data_Science_Analytics,3.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,8-12 Yrs,Not disclosed,Bengaluru,Qualification minimum 15 years of full-time education,python,machine learning,deep learning,etl,ml,image processing,chatbot,c++,6 Days Ago,Data_Science_Analytics,8.0,,Bengaluru
Business Analyst,Accenture,4.0,46775  Reviews,4-6 Yrs,Not disclosed,Hyderabad,Must have skills : Microsoft Dynamics CRM Technical. Good to have skills : NATechnical ...,ms dynamics crm,ssi,sql,microsoft dynamics crm technical,sql knowledge,c#,project management,ms crm dynamics,6 Days Ago,Data_Science_Analytics,4.0,,Hyderabad
AI / ML Engineer,Accenture,4.0,46775  Reviews,5-7 Yrs,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",python,natural language processing,data mining,r,computer vision,image processing,algorithms,chatbot,6 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,5-7 Yrs,Not disclosed,Bengaluru,Must have Skills :Machine LearningGood to Have Skills : Job Requirements :Key Responsib...,machine learning,deep learning,devops,agile,ml,image processing,chatbot,python,6 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
Analytics and Modeling Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Bengaluru,Skill required: Property & Casualty - Catastrophe Risk ManagementDesignation: Analytics...,risk management,cat modelling,reinsurance,sql,rms,project management,data analysis,data analytics,6 Days Ago,Data_Science_Analytics,3.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,5-7 Yrs,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",python,natural language processing,nltk,r,solr,image processing,algorithms,chatbot,6 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
AI / ML Engineer,Accenture,4.0,46775  Reviews,5-10 Yrs,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",c++,java,machine learning algorithms,python,machine learning,hive,vertica,pyspark,6 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
I&F Decision Sci Practitioner Sr Analyst,Accenture,4.0,46775  Reviews,5-8 Yrs,Not disclosed,Bengaluru,Please note that this role may require you to work in rotational shiftsSkill required: ...,bi,power bi,client management,root cause analysis,sales,project management,python,data analysis,6 Days Ago,Data_Science_Analytics,5.0,,Bengaluru
Senior Manager Insights,Pepsico,4.2,2138  Reviews,10-14 Yrs,Not disclosed,Hyderabad,ResponsibilitiesSector focused + Team management responsibilities.HTW Project Managemen...,Consumer insights,Team management,Project Management,Data Analysis,Strategic Insights,research,Management,Data,6 Days Ago,Data_Science_Analytics,10.0,,Hyderabad
Analytics Developer For Sales Compensation & Planning,HP India,4.2,582  Reviews,6-10 Yrs,Not disclosed,Bengaluru,Shift - No shift premium (Mexico)Establishes processes which are consistent with overal...,Analytics,project management,Power BI,Power Query modeling,DAX,Tableau,business operations,SQL,6 Days Ago,Data_Science_Analytics,6.0,,Bengaluru
Supply Chain Analytics Consultant,HP India,4.2,582  Reviews,4-8 Yrs,Not disclosed,"Chennai, Bengaluru",Roles and Responsibilities:This is an opportunity to join the Analytics organization of...,Supply Chain Analytics,R,Power BI,SAP APO,Tableau,SAP IBP,Ariba,Python,6 Days Ago,Data_Science_Analytics,4.0,,Chennai
Artificial Intelligence Developer,HP India,4.2,582  Reviews,7-12 Yrs,Not disclosed,"Chennai, Bengaluru",Shift - No shift premium (India)Qualifications & Skills: . Bachelors or Masters degree ...,Artificial Intelligence,algorithms,ai algorithms,c++,python,data analysis,natural language processing,scikit-learn,6 Days Ago,Data_Science_Analytics,7.0,,Chennai
Data Architect m/f,HP India,4.2,582  Reviews,3-6 Yrs,Not disclosed,Bengaluru,Shift - No shift premium (France)The ideal candidate has both a willingness and desire ...,Data architecture,hive,advanced analytics,python,pyspark,data warehousing,machine learning,dataiku,6 Days Ago,Data_Science_Analytics,3.0,,Bengaluru
Restricted Party Compliance Analyst - Chinese language Specialist,HP India,4.2,582  Reviews,2-4 Yrs,Not disclosed,Bengaluru,Restricted Party Compliance Analyst - Chinese language SpecialistDescription -Job Summa...,Compliance analyst,global trade,data analysis,strategic sourcing,import,supply chain,logistics,sourcing,6 Days Ago,Data_Science_Analytics,2.0,,Bengaluru
Senior Pricing Analyst,HP India,4.2,582  Reviews,10-14 Yrs,Not disclosed,Bengaluru,Senior Pricing AnalystDescription -We are seeking a talented and experienced Senior Pri...,Pricing analysis,b2c,data analysis,data manipulation,predictive modeling,pricing strategy,statistical modeling,competitive intelligence,6 Days Ago,Data_Science_Analytics,10.0,,Bengaluru
Data Science professional,HP India,4.2,582  Reviews,6-11 Yrs,Not disclosed,Bengaluru,"Skill SetStrong knowledge in DataBricksStrong in PySpark and PythonStrong in SQL/MySQL,...",Python,airflow,workflow orchestration,pyspark,microsoft azure,jupyter notebook,data architecture,relational databases,6 Days Ago,Data_Science_Analytics,6.0,,Bengaluru
Machine Learning (ML) Engineer,HP India,4.2,582  Reviews,4-7 Yrs,Not disclosed,Bengaluru,"Shift - No shift premium (India) Spearheads the design of ML systems, experiments with ...",Machine Learning,algorithms,Agile Methodology,Automation,Amazon Web Services,Artificial Intelligence,Natural Language Processing,Big Data,6 Days Ago,Data_Science_Analytics,4.0,,Bengaluru
Ecommerce Data Engineering Senior Manager,HP India,4.2,582  Reviews,15-19 Yrs,Not disclosed,Bengaluru,About us:We are driving the transformation of our HP Ecommerce data ecosystem to optimi...,Ecommerce Data Engineering,Airflow,S3,Azure,python,people management,Google Cloud Platform,Kafka,6 Days Ago,Data_Science_Analytics,15.0,,Bengaluru
Machine Learning and Machine Learning Operations Engineer,HP India,4.2,582  Reviews,4-7 Yrs,Not disclosed,Bengaluru,Job SummaryThis role is responsible for specializing in development and deployment of m...,Machine Learning,Data Science,PyTorch,Artificial Intelligence,Natural Language Processing,Scikit-learn,Deep Learning,Python,6 Days Ago,Data_Science_Analytics,4.0,,Bengaluru
Lead Data Scientist,HP India,4.2,582  Reviews,7-11 Yrs,Not disclosed,Bengaluru,Shift - No shift premium (India)Bachelor of Engineering / Master in Computer Applicatio...,Python,MS Copilot,R,operational analysis,ChatGpt,big data analytics,SQL Database,Analytics,6 Days Ago,Data_Science_Analytics,7.0,,Bengaluru
